day/month;Time;Temperature;Dew Point;Humidity;Wind;Wind Speed;Wind Gust;Pressure;Precip.;Precip Accum;Condition
27.Jul;6:20 PM;84;63;48%;SW;10 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;6:50 PM;84;63;48%;SSW;12 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;7:20 PM;84;63;48%;SW;8 mph ;0 mph ;29,5;0;0;Fair
27.Jul;7:50 PM;82;66;58%;SW;8 mph ;0 mph ;29,5;0;0;Fair
27.Jul;8:20 PM;81;64;58%;SSW;8 mph ;0 mph ;29,5;0;0;Fair
27.Jul;8:50 PM;79;64;61%;SSW;7 mph ;0 mph ;29,5;0;0;Fair
27.Jul;9:20 PM;79;64;61%;SW;6 mph ;0 mph ;29,5;0;0;Fair
27.Jul;9:50 PM;79;64;61%;SW;6 mph ;0 mph ;29,5;0;0;Fair
27.Jul;10:20 PM;77;66;69%;SW;5 mph ;0 mph ;29,5;0;0;Fair
27.Jul;10:50 PM;77;66;69%;WSW;5 mph ;0 mph ;29,5;0;0;Fair
27.Jul;11:20 PM;77;66;69%;WSW;3 mph ;0 mph ;29,5;0;0;Fair
27.Jul;11:50 PM;77;66;69%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
28.Jul;12:20 AM;77;66;69%;VAR;2 mph ;0 mph ;29,5;0;0;Fair
28.Jul;12:50 AM;77;66;69%;W;2 mph ;0 mph ;29,5;0;0;Fair
28.Jul;1:20 AM;75;66;73%;N;2 mph ;0 mph ;29,5;0;0;Fair
28.Jul;1:50 AM;73;66;78%;N;5 mph ;0 mph ;29,5;0;0;Fair
28.Jul;2:20 AM;73;66;78%;N;2 mph ;0 mph ;29,5;0;0;Fair
28.Jul;2:50 AM;75;66;73%;NNE;3 mph ;0 mph ;29,5;0;0;Fair
28.Jul;3:20 AM;73;64;73%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
28.Jul;3:50 AM;73;64;73%;VAR;1 mph ;0 mph ;29,5;0;0;Fair
28.Jul;4:20 AM;73;64;73%;N;3 mph ;0 mph ;29,5;0;0;Fair
28.Jul;4:50 AM;73;64;73%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
28.Jul;5:20 AM;68;63;83%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
28.Jul;5:50 AM;68;64;88%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
28.Jul;6:20 AM;68;64;88%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
28.Jul;6:50 AM;73;64;73%;W;3 mph ;0 mph ;29,5;0;0;Fair
28.Jul;7:20 AM;73;64;73%;W;3 mph ;0 mph ;29,5;0;0;Fair
28.Jul;7:50 AM;75;64;69%;VAR;1 mph ;0 mph ;29,5;0;0;Fair
28.Jul;8:20 AM;77;66;69%;VAR;2 mph ;0 mph ;29,5;0;0;Fair
28.Jul;8:50 AM;81;64;58%;VAR;1 mph ;0 mph ;29,5;0;0;Fair
28.Jul;9:20 AM;82;64;54%;VAR;2 mph ;0 mph ;29,5;0;0;Fair
28.Jul;9:50 AM;84;63;48%;VAR;2 mph ;0 mph ;29,5;0;0;Fair
28.Jul;10:20 AM;86;63;45%;VAR;2 mph ;0 mph ;29,5;0;0;Fair
28.Jul;10:50 AM;84;66;55%;VAR;2 mph ;0 mph ;29,5;0;0;Fair
28.Jul;11:20 AM;84;64;51%;E;8 mph ;0 mph ;29,5;0;0;Fair
28.Jul;11:50 AM;86;64;48%;E;7 mph ;0 mph ;29,5;0;0;Partly Cloudy
28.Jul;12:20 PM;86;64;48%;E;6 mph ;0 mph ;29,5;0;0;Partly Cloudy
28.Jul;12:50 PM;86;64;48%;ENE;13 mph ;0 mph ;29,5;0;0;Mostly Cloudy
28.Jul;1:20 PM;82;66;58%;NE;10 mph ;0 mph ;29,5;0;0;Thunder the Vicinity
28.Jul;1:50 PM;79;66;65%;S;10 mph ;0 mph ;29,5;0;0;Light Rain with Thunder
28.Jul;2:20 PM;75;66;73%;S;6 mph ;0 mph ;29,5;0;0;Light Rain with Thunder
28.Jul;2:50 PM;73;68;83%;WNW;9 mph ;0 mph ;29,5;0;0;T-Storm
28.Jul;3:20 PM;77;70;78%;NNW;7 mph ;0 mph ;29,5;0;0;Thunder the Vicinity
28.Jul;3:50 PM;81;68;65%;VAR;3 mph ;0 mph ;29,5;0;0;Partly Cloudy
28.Jul;4:20 PM;84;68;58%;WNW;6 mph ;0 mph ;29,5;0;0;Partly Cloudy
28.Jul;4:50 PM;86;66;51%;VAR;2 mph ;0 mph ;29,5;0;0;Partly Cloudy
28.Jul;5:20 PM;86;64;48%;SE;6 mph ;0 mph ;29,5;0;0;Fair
28.Jul;5:50 PM;86;68;55%;ESE;8 mph ;0 mph ;29,5;0;0;Fair
28.Jul;6:20 PM;84;68;58%;ESE;7 mph ;0 mph ;29,5;0;0;Fair
28.Jul;6:50 PM;84;68;58%;SE;7 mph ;0 mph ;29,5;0;0;Fair
28.Jul;7:20 PM;84;68;58%;S;6 mph ;0 mph ;29,5;0;0;Fair
28.Jul;7:50 PM;84;68;58%;SSW;6 mph ;0 mph ;29,5;0;0;Fair
28.Jul;8:20 PM;82;68;62%;SSW;6 mph ;0 mph ;29,5;0;0;Fair
28.Jul;8:50 PM;81;68;65%;SSW;8 mph ;0 mph ;29,5;0;0;Fair
28.Jul;9:20 PM;79;68;69%;SSW;7 mph ;0 mph ;29,5;0;0;Fair
28.Jul;9:50 PM;77;70;78%;S;6 mph ;0 mph ;29,5;0;0;Fair
28.Jul;10:20 PM;77;70;78%;VAR;2 mph ;0 mph ;29,5;0;0;Fair
28.Jul;10:50 PM;75;68;78%;VAR;2 mph ;0 mph ;29,5;0;0;Fair
28.Jul;11:20 PM;77;68;74%;VAR;3 mph ;0 mph ;29,5;0;0;Fair
28.Jul;11:50 PM;77;66;69%;NW;5 mph ;0 mph ;29,5;0;0;Fair
29.Jul;12:20 AM;77;66;69%;VAR;2 mph ;0 mph ;29,5;0;0;Fair
29.Jul;12:50 AM;77;66;69%;VAR;3 mph ;0 mph ;29,5;0;0;Fair
29.Jul;1:20 AM;77;66;69%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
29.Jul;1:50 AM;77;66;69%;VAR;3 mph ;0 mph ;29,4;0;0;Fair
29.Jul;2:20 AM;75;66;73%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
29.Jul;2:50 AM;73;66;78%;VAR;3 mph ;0 mph ;29,4;0;0;Fair
29.Jul;3:20 AM;73;66;78%;VAR;3 mph ;0 mph ;29,4;0;0;Fair
29.Jul;3:50 AM;73;64;73%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
29.Jul;4:20 AM;72;64;78%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
29.Jul;4:50 AM;72;64;78%;CALM;0 mph ;0 mph ;29,4;0;0;Fair
29.Jul;5:20 AM;72;64;78%;VAR;3 mph ;0 mph ;29,4;0;0;Fair
29.Jul;5:50 AM;72;66;83%;CALM;0 mph ;0 mph ;29,4;0;0;Fair
29.Jul;6:20 AM;70;64;83%;CALM;0 mph ;0 mph ;29,4;0;0;Fair
29.Jul;6:50 AM;73;64;73%;CALM;0 mph ;0 mph ;29,4;0;0;Fair
29.Jul;7:20 AM;73;64;73%;VAR;1 mph ;0 mph ;29,4;0;0;Fair
29.Jul;7:50 AM;77;64;65%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
29.Jul;8:20 AM;81;66;61%;VAR;1 mph ;0 mph ;29,4;0;0;Fair
29.Jul;8:50 AM;81;64;58%;VAR;1 mph ;0 mph ;29,4;0;0;Fair
29.Jul;9:20 AM;82;66;58%;VAR;3 mph ;0 mph ;29,4;0;0;Fair
29.Jul;9:50 AM;84;66;55%;NE;10 mph ;0 mph ;29,4;0;0;Fair
29.Jul;10:20 AM;84;66;55%;NE;13 mph ;0 mph ;29,4;0;0;Fair
29.Jul;10:50 AM;84;64;51%;NE;14 mph ;0 mph ;29,5;0;0;Fair
29.Jul;11:20 AM;86;64;48%;NE;12 mph ;0 mph ;29,5;0;0;Fair
29.Jul;11:50 AM;84;64;51%;NE;12 mph ;0 mph ;29,4;0;0;Fair
29.Jul;12:20 PM;86;64;48%;ENE;10 mph ;0 mph ;29,4;0;0;Fair
29.Jul;12:50 PM;88;66;49%;ENE;13 mph ;0 mph ;29,4;0;0;Fair
29.Jul;1:20 PM;86;66;51%;NE;16 mph ;0 mph ;29,4;0;0;Partly Cloudy
29.Jul;1:50 PM;84;66;55%;ENE;18 mph ;0 mph ;29,4;0;0;Thunder
29.Jul;2:20 PM;82;68;62%;NNW;13 mph ;26 mph ;29,5;0;0;T-Storm
29.Jul;2:50 PM;68;64;88%;W;22 mph ;0 mph ;29,5;0;0;Heavy T-Storm / Windy
29.Jul;3:20 PM;70;66;88%;W;9 mph ;0 mph ;29,5;0;0;Light Rain with Thunder
29.Jul;3:50 PM;70;66;88%;WSW;7 mph ;0 mph ;29,5;0;0;Light Rain
29.Jul;4:20 PM;73;68;83%;VAR;1 mph ;0 mph ;29,4;0;0;Fair
29.Jul;4:50 PM;77;68;74%;CALM;0 mph ;0 mph ;29,4;0;0;Fair
29.Jul;5:20 PM;79;64;61%;SE;5 mph ;0 mph ;29,4;0;0;Fair
29.Jul;5:50 PM;79;66;65%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
29.Jul;6:20 PM;77;66;69%;VAR;3 mph ;0 mph ;29,4;0;0;Fair
29.Jul;6:50 PM;79;66;65%;VAR;3 mph ;0 mph ;29,4;0;0;Fair
29.Jul;7:20 PM;77;68;74%;VAR;1 mph ;0 mph ;29,4;0;0;Fair
29.Jul;7:50 PM;79;66;65%;NW;5 mph ;0 mph ;29,5;0;0;Fair
29.Jul;8:20 PM;79;66;65%;NW;6 mph ;0 mph ;29,5;0;0;Fair
29.Jul;8:50 PM;77;66;69%;VAR;3 mph ;0 mph ;29,4;0;0;Fair
29.Jul;9:20 PM;77;66;69%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
29.Jul;9:50 PM;77;66;69%;VAR;1 mph ;0 mph ;29,5;0;0;Fair
29.Jul;10:20 PM;75;68;78%;SSW;5 mph ;0 mph ;29,5;0;0;Fair
29.Jul;10:50 PM;77;66;69%;NW;2 mph ;0 mph ;29,5;0;0;Fair
29.Jul;11:20 PM;75;66;73%;NNW;5 mph ;0 mph ;29,5;0;0;Fair
29.Jul;11:50 PM;75;66;73%;VAR;2 mph ;0 mph ;29,5;0;0;Fair
30.Jul;12:20 AM;75;66;73%;VAR;3 mph ;0 mph ;29,5;0;0;Fair
30.Jul;12:50 AM;75;66;73%;VAR;2 mph ;0 mph ;29,5;0;0;Fair
30.Jul;1:20 AM;75;66;73%;NNW;3 mph ;0 mph ;29,5;0;0;Fair
30.Jul;1:50 AM;75;66;73%;N;2 mph ;0 mph ;29,5;0;0;Fair
30.Jul;2:20 AM;75;66;73%;N;3 mph ;0 mph ;29,5;0;0;Fair
30.Jul;2:50 AM;75;66;73%;N;2 mph ;0 mph ;29,5;0;0;Fair
30.Jul;3:20 AM;75;66;73%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
30.Jul;3:50 AM;75;66;73%;CALM;0 mph ;0 mph ;29,4;0;0;Fair
30.Jul;4:20 AM;73;64;73%;NNE;5 mph ;0 mph ;29,4;0;0;Fair
30.Jul;4:50 AM;73;64;73%;NNW;3 mph ;0 mph ;29,4;0;0;Fair
30.Jul;5:20 AM;73;64;73%;CALM;0 mph ;0 mph ;29,4;0;0;Fair
30.Jul;5:50 AM;73;64;73%;CALM;0 mph ;0 mph ;29,4;0;0;Fair
30.Jul;6:20 AM;73;64;73%;NNW;5 mph ;0 mph ;29,4;0;0;Fair
30.Jul;6:50 AM;75;64;69%;NNW;3 mph ;0 mph ;29,4;0;0;Fair
30.Jul;7:20 AM;77;64;65%;NNW;3 mph ;0 mph ;29,4;0;0;Fair
30.Jul;7:50 AM;79;64;61%;VAR;3 mph ;0 mph ;29,5;0;0;Fair
30.Jul;8:20 AM;81;64;58%;VAR;3 mph ;0 mph ;29,5;0;0;Fair
30.Jul;8:50 AM;81;64;58%;N;9 mph ;0 mph ;29,5;0;0;Fair
30.Jul;9:20 AM;82;64;54%;N;10 mph ;0 mph ;29,5;0;0;Fair
30.Jul;9:50 AM;82;64;54%;N;10 mph ;0 mph ;29,5;0;0;Fair
30.Jul;10:20 AM;84;63;48%;N;12 mph ;0 mph ;29,4;0;0;Partly Cloudy
30.Jul;10:50 AM;84;63;48%;N;12 mph ;0 mph ;29,5;0;0;Partly Cloudy
30.Jul;11:20 AM;84;64;51%;N;9 mph ;0 mph ;29,5;0;0;Partly Cloudy
30.Jul;11:50 AM;88;63;43%;NNW;10 mph ;0 mph ;29,4;0;0;Mostly Cloudy
30.Jul;12:20 PM;88;63;43%;N;12 mph ;35 mph ;29,4;0;0;Mostly Cloudy
30.Jul;12:50 PM;88;64;46%;N;15 mph ;0 mph ;29,4;0;0;Mostly Cloudy
30.Jul;1:20 PM;88;63;43%;NNE;14 mph ;0 mph ;29,4;0;0;Mostly Cloudy
30.Jul;1:50 PM;88;63;43%;NE;17 mph ;0 mph ;29,4;0;0;Mostly Cloudy
30.Jul;2:20 PM;88;63;43%;NE;17 mph ;0 mph ;29,4;0;0;Mostly Cloudy
30.Jul;2:50 PM;90;63;40%;ENE;15 mph ;0 mph ;29,4;0;0;Mostly Cloudy
30.Jul;3:20 PM;90;63;40%;ENE;15 mph ;0 mph ;29,4;0;0;Mostly Cloudy
30.Jul;3:50 PM;90;66;46%;E;14 mph ;0 mph ;29,4;0;0;Partly Cloudy
30.Jul;4:20 PM;90;64;43%;ENE;14 mph ;0 mph ;29,4;0;0;Partly Cloudy
30.Jul;4:50 PM;90;63;40%;ENE;16 mph ;0 mph ;29,4;0;0;Partly Cloudy
30.Jul;5:20 PM;90;64;43%;ENE;18 mph ;0 mph ;29,4;0;0;Partly Cloudy
30.Jul;5:50 PM;86;64;48%;NE;17 mph ;0 mph ;29,4;0;0;Partly Cloudy
30.Jul;6:20 PM;86;64;48%;NE;18 mph ;0 mph ;29,4;0;0;Fair
30.Jul;6:50 PM;86;64;48%;NE;16 mph ;0 mph ;29,4;0;0;Fair
30.Jul;7:20 PM;86;63;45%;NE;14 mph ;0 mph ;29,4;0;0;Fair
30.Jul;7:50 PM;84;63;48%;NE;12 mph ;0 mph ;29,4;0;0;Fair
30.Jul;8:20 PM;84;63;48%;NNE;8 mph ;0 mph ;29,4;0;0;Fair
30.Jul;8:50 PM;82;63;51%;NNE;5 mph ;0 mph ;29,4;0;0;Fair
30.Jul;9:20 PM;82;63;51%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
30.Jul;9:50 PM;82;64;54%;VAR;3 mph ;0 mph ;29,5;0;0;Fair
30.Jul;10:20 PM;82;63;51%;VAR;1 mph ;0 mph ;29,5;0;0;Fair
30.Jul;10:50 PM;81;63;54%;SW;3 mph ;0 mph ;29,5;0;0;Fair
30.Jul;11:20 PM;77;63;61%;VAR;1 mph ;0 mph ;29,5;0;0;Fair
30.Jul;11:50 PM;79;63;57%;W;3 mph ;0 mph ;29,5;0;0;Fair
31.Jul;12:20 AM;79;63;57%;VAR;1 mph ;0 mph ;29,5;0;0;Fair
31.Jul;12:50 AM;79;63;57%;NW;3 mph ;0 mph ;29,5;0;0;Fair
31.Jul;1:20 AM;77;63;61%;NNW;2 mph ;0 mph ;29,5;0;0;Fair
31.Jul;1:50 AM;75;63;65%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
31.Jul;2:20 AM;75;63;65%;NW;1 mph ;0 mph ;29,5;0;0;Fair
31.Jul;2:50 AM;75;63;65%;VAR;1 mph ;0 mph ;29,5;0;0;Fair
31.Jul;3:20 AM;75;63;65%;WNW;2 mph ;0 mph ;29,5;0;0;Fair
31.Jul;3:50 AM;75;63;65%;NNW;1 mph ;0 mph ;29,5;0;0;Fair
31.Jul;4:20 AM;75;63;65%;NW;3 mph ;0 mph ;29,5;0;0;Fair
31.Jul;4:50 AM;73;63;69%;N;6 mph ;0 mph ;29,4;0;0;Fair
31.Jul;5:20 AM;73;63;69%;NNE;5 mph ;0 mph ;29,5;0;0;Fair
31.Jul;5:50 AM;73;63;69%;VAR;2 mph ;0 mph ;29,5;0;0;Fair
31.Jul;6:20 AM;73;63;69%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
31.Jul;6:50 AM;75;63;65%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
31.Jul;7:20 AM;79;63;57%;VAR;2 mph ;0 mph ;29,5;0;0;Fair
31.Jul;7:50 AM;77;64;65%;NNW;9 mph ;0 mph ;29,5;0;0;Fair
31.Jul;8:20 AM;79;64;61%;N;5 mph ;0 mph ;29,5;0;0;Fair
31.Jul;8:50 AM;79;66;65%;VAR;1 mph ;0 mph ;29,5;0;0;Fair
31.Jul;9:20 AM;82;64;54%;NNE;8 mph ;0 mph ;29,5;0;0;Fair
31.Jul;9:50 AM;84;63;48%;N;12 mph ;0 mph ;29,5;0;0;Fair
31.Jul;10:20 AM;86;63;45%;NNE;12 mph ;0 mph ;29,5;0;0;Fair
31.Jul;10:50 AM;86;63;45%;N;12 mph ;0 mph ;29,5;0;0;Fair
31.Jul;11:20 AM;86;63;45%;N;10 mph ;0 mph ;29,5;0;0;Fair
31.Jul;11:50 AM;88;64;46%;NNE;9 mph ;0 mph ;29,5;0;0;Fair
31.Jul;12:20 PM;88;64;46%;NNE;12 mph ;0 mph ;29,5;0;0;Fair
31.Jul;12:50 PM;86;64;48%;NNE;13 mph ;0 mph ;29,5;0;0;Partly Cloudy
31.Jul;1:20 PM;88;66;49%;NE;17 mph ;0 mph ;29,5;0;0;Partly Cloudy
31.Jul;1:50 PM;88;66;49%;NE;18 mph ;0 mph ;29,5;0;0;Partly Cloudy
31.Jul;2:20 PM;88;64;46%;NE;18 mph ;0 mph ;29,5;0;0;Partly Cloudy
31.Jul;2:50 PM;88;66;49%;ENE;18 mph ;0 mph ;29,5;0;0;Partly Cloudy
31.Jul;3:20 PM;88;68;52%;ENE;21 mph ;0 mph ;29,5;0;0;Partly Cloudy / Windy
31.Jul;3:50 PM;86;66;51%;ENE;18 mph ;0 mph ;29,5;0;0;Mostly Cloudy
31.Jul;4:20 PM;86;66;51%;ENE;13 mph ;0 mph ;29,5;0;0;Mostly Cloudy
31.Jul;4:50 PM;84;66;55%;ENE;13 mph ;0 mph ;29,5;0;0;Mostly Cloudy
31.Jul;5:20 PM;84;64;51%;E;9 mph ;0 mph ;29,5;0;0;Mostly Cloudy
31.Jul;5:50 PM;86;64;48%;ENE;12 mph ;0 mph ;29,5;0;0;Partly Cloudy
31.Jul;6:20 PM;86;63;45%;NE;13 mph ;0 mph ;29,5;0;0;Partly Cloudy
31.Jul;6:50 PM;84;63;48%;NNE;8 mph ;0 mph ;29,5;0;0;Fair
31.Jul;7:20 PM;84;64;51%;NNE;8 mph ;0 mph ;29,5;0;0;Fair
31.Jul;7:50 PM;82;63;51%;NNE;6 mph ;0 mph ;29,5;0;0;Fair
31.Jul;8:20 PM;82;63;51%;NE;9 mph ;0 mph ;29,5;0;0;Fair
31.Jul;8:50 PM;81;64;58%;NNE;8 mph ;0 mph ;29,5;0;0;Partly Cloudy
31.Jul;9:20 PM;81;64;58%;NNE;8 mph ;0 mph ;29,5;0;0;Fair
31.Jul;9:50 PM;79;66;65%;NNE;5 mph ;0 mph ;29,5;0;0;Fair
31.Jul;10:20 PM;79;68;69%;VAR;2 mph ;0 mph ;29,5;0;0;Partly Cloudy
31.Jul;10:50 PM;79;68;69%;ENE;5 mph ;0 mph ;29,5;0;0;Fair
31.Jul;11:20 PM;75;68;78%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
31.Jul;11:50 PM;79;68;69%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
01.Aug;12:20 AM;77;68;74%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
01.Aug;12:50 AM;77;68;74%;W;2 mph ;0 mph ;29,5;0;0;Fair
01.Aug;1:20 AM;75;68;78%;WNW;3 mph ;0 mph ;29,5;0;0;Fair
01.Aug;1:50 AM;75;68;78%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
01.Aug;2:20 AM;75;68;78%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
01.Aug;2:50 AM;73;68;83%;NW;1 mph ;0 mph ;29,5;0;0;Fair
01.Aug;3:20 AM;73;68;83%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
01.Aug;3:50 AM;73;68;83%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
01.Aug;4:20 AM;73;68;83%;W;2 mph ;0 mph ;29,5;0;0;Fair
01.Aug;4:50 AM;72;68;88%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
01.Aug;5:20 AM;72;68;88%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
01.Aug;5:50 AM;72;66;83%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
01.Aug;6:20 AM;72;66;83%;CALM;0 mph ;0 mph ;29,5;0;0;Fair
01.Aug;6:50 AM;77;64;65%;NW;5 mph ;0 mph ;29,5;0;0;Fair
01.Aug;7:20 AM;79;64;61%;NNW;2 mph ;0 mph ;29,5;0;0;Fair
01.Aug;7:50 AM;81;64;58%;VAR;2 mph ;0 mph ;29,5;0;0;Fair
01.Aug;8:20 AM;82;64;54%;N;5 mph ;0 mph ;29,5;0;0;Fair
01.Aug;8:50 AM;84;64;51%;NW;5 mph ;0 mph ;29,6;0;0;Fair
01.Aug;9:20 AM;84;64;51%;NW;6 mph ;0 mph ;29,6;0;0;Fair
01.Aug;9:50 AM;86;64;48%;NNE;10 mph ;0 mph ;29,6;0;0;Partly Cloudy
01.Aug;10:20 AM;86;64;48%;N;10 mph ;0 mph ;29,6;0;0;Partly Cloudy
01.Aug;10:50 AM;86;64;48%;NNE;12 mph ;0 mph ;29,6;0;0;Partly Cloudy
01.Aug;11:20 AM;88;64;46%;N;10 mph ;0 mph ;29,6;0;0;Mostly Cloudy
01.Aug;11:50 AM;88;66;49%;NNE;14 mph ;0 mph ;29,6;0;0;Mostly Cloudy
01.Aug;12:20 PM;88;66;49%;NNE;15 mph ;0 mph ;29,6;0;0;Mostly Cloudy
01.Aug;12:50 PM;88;66;49%;NNE;15 mph ;0 mph ;29,6;0;0;Mostly Cloudy
01.Aug;1:20 PM;88;64;46%;NE;15 mph ;0 mph ;29,6;0;0;Mostly Cloudy
01.Aug;1:50 PM;88;66;49%;NNE;16 mph ;0 mph ;29,6;0;0;Mostly Cloudy
01.Aug;2:20 PM;88;64;46%;NNE;14 mph ;0 mph ;29,6;0;0;Mostly Cloudy
01.Aug;2:50 PM;90;66;46%;NE;17 mph ;0 mph ;29,6;0;0;Mostly Cloudy
01.Aug;3:20 PM;88;64;46%;ENE;15 mph ;0 mph ;29,6;0;0;Mostly Cloudy
01.Aug;3:50 PM;90;64;43%;ENE;14 mph ;0 mph ;29,6;0;0;Mostly Cloudy
01.Aug;4:20 PM;88;66;49%;ENE;12 mph ;0 mph ;29,6;0;0;Mostly Cloudy
01.Aug;4:50 PM;88;66;49%;E;13 mph ;0 mph ;29,6;0;0;Partly Cloudy
01.Aug;5:20 PM;88;66;49%;ENE;13 mph ;0 mph ;29,6;0;0;Partly Cloudy
01.Aug;5:50 PM;86;64;48%;NE;15 mph ;0 mph ;29,6;0;0;Partly Cloudy
01.Aug;6:20 PM;86;64;48%;NE;14 mph ;0 mph ;29,6;0;0;Partly Cloudy
01.Aug;6:50 PM;86;64;48%;NE;13 mph ;0 mph ;29,6;0;0;Partly Cloudy
01.Aug;7:20 PM;84;63;48%;NE;13 mph ;0 mph ;29,6;0;0;Partly Cloudy
01.Aug;7:50 PM;84;64;51%;NE;9 mph ;0 mph ;29,6;0;0;Fair
01.Aug;8:20 PM;82;64;54%;NE;9 mph ;0 mph ;29,6;0;0;Fair
01.Aug;8:50 PM;82;64;54%;NE;8 mph ;0 mph ;29,6;0;0;Fair
01.Aug;9:20 PM;81;64;58%;ENE;8 mph ;0 mph ;29,6;0;0;Fair
01.Aug;9:50 PM;81;64;58%;NNE;6 mph ;0 mph ;29,6;0;0;Fair
01.Aug;10:20 PM;81;64;58%;VAR;2 mph ;0 mph ;29,6;0;0;Fair
01.Aug;10:50 PM;77;66;69%;NE;1 mph ;0 mph ;29,6;0;0;Fair
01.Aug;11:20 PM;77;66;69%;W;3 mph ;0 mph ;29,6;0;0;Fair
01.Aug;11:50 PM;75;66;73%;CALM;0 mph ;0 mph ;29,6;0;0;Fair
02.Aug;12:20 AM;75;66;73%;W;2 mph ;0 mph ;29,6;0;0;Fair
02.Aug;12:50 AM;73;66;78%;WNW;1 mph ;0 mph ;29,6;0;0;Fair
02.Aug;1:20 AM;73;66;78%;WNW;3 mph ;0 mph ;29,6;0;0;Fair
02.Aug;1:50 AM;73;66;78%;WSW;2 mph ;0 mph ;29,6;0;0;Fair
02.Aug;2:20 AM;73;66;78%;W;2 mph ;0 mph ;29,6;0;0;Fair
02.Aug;2:50 AM;73;66;78%;VAR;2 mph ;0 mph ;29,6;0;0;Fair
02.Aug;3:20 AM;73;64;73%;VAR;1 mph ;0 mph ;29,6;0;0;Fair
02.Aug;3:50 AM;72;66;83%;WSW;3 mph ;0 mph ;29,6;0;0;Fair
02.Aug;4:20 AM;72;66;83%;WSW;2 mph ;0 mph ;29,6;0;0;Fair
02.Aug;4:50 AM;70;64;83%;WSW;5 mph ;0 mph ;29,6;0;0;Fair
02.Aug;5:20 AM;72;64;78%;WNW;1 mph ;0 mph ;29,6;0;0;Fair
02.Aug;5:50 AM;72;64;78%;CALM;0 mph ;0 mph ;29,6;0;0;Fair
02.Aug;6:20 AM;72;64;78%;VAR;2 mph ;0 mph ;29,6;0;0;Fair
02.Aug;6:50 AM;75;63;65%;VAR;1 mph ;0 mph ;29,6;0;0;Fair
02.Aug;7:20 AM;79;64;61%;NW;5 mph ;0 mph ;29,6;0;0;Fair
02.Aug;7:50 AM;81;64;58%;NW;9 mph ;0 mph ;29,6;0;0;Fair
02.Aug;8:20 AM;82;64;54%;NW;7 mph ;0 mph ;29,6;0;0;Fair
02.Aug;8:50 AM;84;64;51%;NNW;6 mph ;0 mph ;29,6;0;0;Fair
02.Aug;9:20 AM;86;63;45%;NNW;7 mph ;0 mph ;29,6;0;0;Fair
02.Aug;9:50 AM;86;64;48%;N;8 mph ;0 mph ;29,6;0;0;Fair
02.Aug;10:20 AM;88;64;46%;NNE;14 mph ;0 mph ;29,6;0;0;Fair
02.Aug;10:50 AM;88;64;46%;NNE;15 mph ;0 mph ;29,6;0;0;Fair
02.Aug;11:20 AM;88;64;46%;N;12 mph ;26 mph ;29,6;0;0;Partly Cloudy
02.Aug;11:50 AM;88;66;49%;NNE;14 mph ;0 mph ;29,6;0;0;Partly Cloudy
02.Aug;12:20 PM;90;66;46%;NNE;12 mph ;0 mph ;29,6;0;0;Partly Cloudy
02.Aug;12:50 PM;90;66;46%;NNE;22 mph ;0 mph ;29,6;0;0;Partly Cloudy / Windy
02.Aug;1:20 PM;90;66;46%;NNE;21 mph ;32 mph ;29,6;0;0;Partly Cloudy / Windy
02.Aug;1:50 PM;90;66;46%;N;14 mph ;0 mph ;29,6;0;0;Fair
02.Aug;2:20 PM;90;64;43%;NNE;21 mph ;0 mph ;29,6;0;0;Fair / Windy
02.Aug;2:50 PM;90;64;43%;NE;22 mph ;0 mph ;29,6;0;0;Fair / Windy
02.Aug;3:20 PM;91;66;43%;ENE;21 mph ;0 mph ;29,6;0;0;Fair / Windy
02.Aug;3:50 PM;90;66;46%;ENE;20 mph ;0 mph ;29,6;0;0;Fair
